409.295	283.617	
408.117	284.139	
407.283	285.223	
406.698	285.816	
405.85	286.929	
405.775	287.911	
405.197	289.043	
405.297	290.047	
405.122	291.008	
405.197	291.983	
405.238	292.952	
405.458	293.8	
406.125	294.896	
407.059	295.871	
407.977	296.205	
408.981	295.891	
410.199	295.426	
410.86	294.81	
412.002	294.002	
412.768	292.844	
413.481	291.764	
413.855	290.953	
413.952	289.99	
414.163	289.033	
414.457	288.018	
414.477	286.943	
414.291	285.944	
414.122	284.954	
413.567	284.298	
412.708	283.496	
411.918	283.335	
411.002	283.052	
410.022	283.074	
