395.04	212.331	
393.851	212.622	
393	213	
392.478	213.524	
391.587	214.497	
390.911	214.947	
390.46	216.233	
389.886	216.954	
389.657	217.904	
389.434	218.894	
389.195	220.016	
389.165	220.993	
389.388	221.906	
389.976	223.014	
390.494	223.542	
390.846	224.256	
391.914	224.65	
393.083	224.359	
393.88	223.761	
394.669	223.521	
395.645	222.699	
396.462	221.628	
396.813	220.896	
397.232	220.096	
397.644	218.891	
397.987	217.998	
398.052	217.007	
398.465	215.993	
398.24	214.942	
398.038	213.985	
397.435	213.404	
396.729	212.43	
395.94	212.301	
