658.021	198.49	
656.914	198.596	
655.901	198.72	
655.07	199.149	
653.839	199.751	
653.274	200.332	
652.173	201.16	
651.509	202.356	
650.906	202.945	
650.408	204.165	
650.361	205.113	
649.969	205.992	
649.758	206.966	
649.636	208.011	
649.89	209.015	
649.968	210.008	
650.35	210.863	
650.646	211.592	
651.275	212.712	
651.81	213.322	
653.021	213.937	
653.985	214.114	
654.997	213.908	
655.964	213.785	
656.885	213.62	
657.968	212.936	
658.733	212.578	
659.773	211.733	
660.736	210.774	
661.616	209.74	
662.039	209.022	
662.701	207.893	
662.952	206.985	
663.362	206.069	
663.457	205.046	
663.699	203.978	
663.475	202.907	
663.449	201.855	
662.879	201.065	
661.946	200.051	
660.908	199.152	
660.069	198.817	
658.968	198.404	
