378.126	487.404	
376.927	487.885	
376.356	488.405	
375.511	489.365	
374.985	489.991	
374.397	491.174	
373.966	491.991	
373.69	492.92	
373.594	493.931	
373.485	494.979	
373.496	496.039	
373.99	497.002	
374.211	497.943	
374.357	498.84	
375.118	499.895	
376.034	500.93	
376.967	501.29	
378.013	501.089	
378.919	500.813	
380.024	500.034	
380.58	499.558	
380.848	498.885	
381.686	497.819	
382.136	497.058	
382.777	495.941	
382.72	494.947	
382.924	493.992	
383.173	493.004	
383.267	491.974	
383.102	490.977	
382.867	490.047	
382.247	488.83	
381.575	488.422	
380.645	487.582	
379.926	487.324	
379.043	487.426	
